cliente,n_operaciones,n_vigentes,monto_total,saldo_total,plazo_prom,tasa_prom,patrimonio_tec,max_dias_mora,oficina,tipo_credito,garantia,sexo,calificacion_riesgo,antiguedad_max_dias,dias_hasta_ultimo_venc,riesgo_actual
63734,2,2,25000,14362.51,54.0,13.895,26492.0,0,7,CONSUMO,PERSONAL,F,A1,1139,1818,0
63746,2,2,17000,4304.74,42.0,16.595,15100.0,13,2,CONSUMO,PERSONAL,M,A1,1205,242,1
63950,2,2,17000,8367.36,10.0,17.494999999999997,23740.0,0,6,MICROCRÉDITO,PERSONAL,M,A1,1423,760,0
64111,2,2,6500,6247.65,36.5,15.395,18100.0,0,4,CONSUMO,PERSONAL,M,A1,176,2017,0
64793,2,2,48000,40184.92,90.0,12.875,53396.12,0,3,INMOBILIARIO,HIPOTECA,F,A1,716,3916,0
65026,2,2,13200,1642.93,47.0,15.5,44190.0,0,3,MICROCRÉDITO,PERSONAL,M,A1,705,1450,0
65053,2,2,35000,33381.07,32.0,14.59,60619.0,0,2,CONSUMO,PERSONAL,M,A1,135,1328,0
65059,2,2,12000,7621.77,42.0,14.695,33033.21,0,1,CONSUMO,PERSONAL,F,A1,855,980,0
65107,2,2,55000,41064.93,72.0,14.695,80000.0,0,1,CONSUMO,PERSONAL,F,A1,1043,1507,0
65353,2,2,16000,6862.67,4.0,15.145,35953.0,0,4,CONSUMO,PERSONAL,M,A1,845,324,0
65673,2,2,12000,7068.6,48.0,16.245,97500.0,0,1,CONSUMO,PERSONAL,M,A1,925,902,0
66261,2,2,15000,5184.37,54.0,14.49,57000.0,0,7,CONSUMO,PERSONAL,M,A1,1413,490,0
66314,2,2,17500,11773.24,33.0,14.49,74946.0,0,4,CONSUMO,PERSONAL,F,A1,597,789,0
66820,2,2,25000,15575.32,60.0,12.445,36000.0,0,4,CONSUMO,HIPOTECA,F,A1,1251,1265,0
66846,2,2,14500,9829.94,8.0,16.345,52667.01,0,4,CONSUMO,PERSONAL,M,A1,418,1267,0
66896,2,2,20000,17205.84,36.0,14.54,191980.0,0,7,CONSUMO,PERSONAL,F,A1,366,1065,0
67141,2,2,70000,67190.41,84.0,15.09,72243.0,0,4,CONSUMO,PERSONAL,F,A1,489,2506,0
67425,2,2,13500,10312.29,33.0,14.440000000000001,50435.57,0,7,CONSUMO,PERSONAL,M,A1,427,1055,0
67938,2,2,21500,15261.98,66.0,14.745000000000001,116978.0,0,2,CONSUMO,PERSONAL,F,A1,884,1671,0
67940,2,2,27500,25566.41,63.0,14.945,37227.0,0,6,CONSUMO,PERSONAL,F,A1,307,1678,0
68174,2,2,13000,10068.27,36.0,17.525,21750.0,0,3,MICROCRÉDITO,PERSONAL,F,A1,426,917,0
68935,3,3,51000,31421.38,74.0,15.493333333333334,37643.0,2,1,CONSUMO,PERSONAL,F,A1,1416,1429,1
69827,2,2,950,950.0,541.0,15.0,41000.0,0,7,CONSUMO,DPF,F,A1,181,622,0
69965,2,2,5750,4983.05,6.5,17.125,15195.45,0,4,MICROCRÉDITO,PERSONAL,M,A1,495,966,0
69967,2,2,6500,4983.81,30.0,14.54,44284.0,0,7,CONSUMO,PERSONAL,M,A1,310,1181,0
70806,3,3,44600,35802.0,92.0,12.943333333333333,32531.0,0,4,CONSUMO,PERSONAL,F,A1,1195,3746,0
70950,2,2,1600,1261.5,51.5,15.094999999999999,57500.0,0,1,CONSUMO,DPF,F,A1,210,341,0
71204,2,2,7100,4479.86,36.0,16.65,54778.0,0,6,CONSUMO,PERSONAL,M,A1,1024,779,0
71340,2,0,14000,4447.07,20.0,15.489999999999998,70000.0,744,7,CONSUMO,PERSONAL,F,E,1436,-572,1
71447,2,2,10000,5967.75,48.0,15.5,26272.0,0,4,MICROCRÉDITO,PERSONAL,F,A1,705,1255,0
71587,2,2,50500,42765.81,114.0,13.675,43508.0,2,4,INMOBILIARIO,HIPOTECA,M,A1,882,3509,1
71620,2,2,25700,17148.63,753.0,14.6,135000.0,0,7,CONSUMO,DPF,F,A1,1134,1101,0
71898,2,2,109500,105547.6,108.0,13.445,99615.32,0,3,INMOBILIARIO,HIPOTECA,F,A1,339,3678,0
72060,2,2,18000,15318.31,22.0,17.125,18398.0,0,4,MICROCRÉDITO,HIPOTECA,F,A1,700,1857,0
72305,2,2,9000,4986.23,48.0,14.99,4687.0,0,4,CONSUMO,PERSONAL,M,A1,1206,971,0
72344,2,2,95000,89602.95999999999,60.0,14.440000000000001,237237.0,0,7,CONSUMO,HIPOTECA,M,A1,471,2525,0
73061,2,2,30000,26446.43,39.0,15.395,72200.0,0,10,CONSUMO,PERSONAL,M,A1,390,1450,0
73204,2,2,25000,19244.65,60.0,14.49,22843.0,0,3,CONSUMO,PERSONAL,M,A1,622,1223,0
73298,2,2,30000,26214.94,48.0,14.54,65987.45,0,4,CONSUMO,PERSONAL,M,A1,315,1237,0
73323,2,2,6000,3405.26,37.0,14.745000000000001,63968.0,0,1,CONSUMO,PERSONAL,F,A1,796,897,0
73586,2,2,17500,13342.21,72.0,15.540000000000001,14222.43,0,1,CONSUMO,PERSONAL,M,A1,908,1650,0
73606,2,2,145000,122590.01,146.0,9.774999999999999,135395.0,18,4,INMOBILIARIO,HIPOTECA,M,A2,1328,3346,1
73653,2,2,13000,7423.38,54.0,16.09,19080.0,0,1,CONSUMO,PERSONAL,F,A1,538,1398,0
74004,2,2,21700,18263.59,72.0,14.745000000000001,39357.0,0,3,CONSUMO,PERSONAL,M,A1,827,1730,0
74402,2,2,30001,25917.11,66.0,16.2,35247.0,0,6,MICROCRÉDITO,PERSONAL,F,A1,614,2095,0
74409,2,2,15000,1819.6799999999998,42.0,14.49,46549.0,0,4,CONSUMO,PERSONAL,F,A1,1387,181,0
74587,2,2,31500,29665.980000000003,78.0,15.945,73699.44,0,4,CONSUMO,PERSONAL,M,A1,505,2506,0
74589,2,2,21000,15835.83,57.0,14.745000000000001,72435.0,0,7,CONSUMO,PERSONAL,F,A1,860,1251,0
75046,2,2,15000,12372.65,72.0,15.59,192150.0,0,4,CONSUMO,PERSONAL,F,A1,853,1711,0
75269,2,2,7000,4790.77,7.0,15.245000000000001,12063.0,0,4,CONSUMO,PERSONAL,F,A1,960,1076,0
75437,2,2,32000,27481.79,78.0,12.52,38257.2,0,4,CONSUMO,HIPOTECA,F,A1,895,2774,0
75505,2,2,13000,9351.53,18.0,15.445,21094.0,0,1,CONSUMO,PERSONAL,F,A1,295,435,0
75781,3,3,18000,8859.05,56.0,15.423333333333334,53393.0,0,1,CONSUMO,PERSONAL,M,A1,933,1484,0
75811,2,1,23000,15610.279999999999,45.5,16.65,12324.0,69,4,CONSUMO,PERSONAL,F,A1,1024,1302,1
76150,2,2,25000,19793.18,72.0,13.99,22309.0,0,3,CONSUMO,PERSONAL,M,A1,1189,1755,0
76486,3,3,40000,34060.59,68.0,14.723333333333334,44750.0,0,6,CONSUMO,PERSONAL,F,A1,533,2388,0
76906,2,2,38000,29421.82,72.0,15.245000000000001,39541.0,0,4,CONSUMO,HIPOTECA,F,A1,1041,1507,0
76974,2,2,26200,20761.82,84.0,15.295,31457.0,0,3,CONSUMO,HIPOTECA,M,A1,952,2476,0
77005,3,3,27500,12609.74,44.0,14.623333333333335,47567.06,0,4,CONSUMO,PERSONAL,F,A1,1398,1519,0
77737,2,2,65000,61463.04,114.0,12.52,35664.0,0,1,CONSUMO,HIPOTECA,F,A1,436,3967,0
77777,2,2,22000,12103.39,66.0,15.245000000000001,43753.0,0,4,CONSUMO,PERSONAL,F,A1,1175,1795,0
77853,2,2,34200,27844.01,84.0,13.8,97200.0,0,4,INMOBILIARIO,HIPOTECA,F,A1,1128,3226,0
78089,2,2,8000,2108.58,30.0,15.344999999999999,27476.0,0,4,CONSUMO,PERSONAL,F,A1,1027,376,0
78107,2,2,12500,9198.289999999999,30.0,14.54,32731.6,0,4,CONSUMO,PERSONAL,F,A1,355,1237,0
78157,2,2,11500,6804.96,46.5,14.695,22745.0,0,3,CONSUMO,PERSONAL,M,A1,1070,923,0
78217,2,2,32000,21117.17,77.0,15.245000000000001,36000.0,1,1,CONSUMO,PERSONAL,F,A1,1373,1447,1
78258,2,2,24000,13199.55,29.0,14.745000000000001,55733.0,0,4,CONSUMO,PERSONAL,F,A1,1079,747,0
78299,2,2,54200,41499.69,53.0,14.945,334889.0,0,2,CONSUMO,HIPOTECA,M,A1,763,1368,0
78324,2,2,30000,16831.79,45.0,14.695,59240.0,0,4,CONSUMO,PERSONAL,F,A1,945,938,0
78343,2,2,35000,28416.69,102.0,12.675,45507.0,31,4,CONSUMO,HIPOTECA,M,A1,1048,3803,1
78598,2,2,32500,25298.850000000002,8.0,16.125,80845.12,0,4,MICROCRÉDITO,HIPOTECA,M,A1,575,1540,0
79346,2,2,25000,20039.98,54.0,14.745000000000001,33446.65,0,6,CONSUMO,PERSONAL,M,A1,559,1274,0
79613,2,2,12330,7251.889999999999,48.0,15.445,94943.0,0,7,CONSUMO,PERSONAL,M,A1,747,1197,0
80384,2,2,46000,42606.869999999995,72.0,15.344999999999999,60770.0,0,2,CONSUMO,PERSONAL,M,A1,430,2434,0
80909,2,2,52000,38560.05,66.0,16.65,10841.0,0,3,CONSUMO,PERSONAL,F,A1,1039,1488,0
81600,2,2,22000,20824.97,60.0,14.59,45000.0,0,6,CONSUMO,PERSONAL,F,A1,184,1652,0
81781,2,2,17000,16633.239999999998,42.0,15.09,66000.0,0,1,CONSUMO,PERSONAL,F,A1,103,2091,0
82945,2,2,12000,8171.25,48.0,15.7,14159.36,0,4,MICROCRÉDITO,PERSONAL,F,A1,715,894,0
82998,2,2,135000,125322.84,78.0,12.370000000000001,166737.34,0,5,CONSUMO,HIPOTECA,F,A1,497,3631,0
83063,2,2,25000,20885.52,72.0,14.245000000000001,160000.0,0,5,CONSUMO,PERSONAL,F,A1,1029,1770,0
83087,2,2,27500,16018.14,36.0,14.245000000000001,80188.0,0,4,CONSUMO,PERSONAL,M,A1,874,694,0
83330,2,2,8100,7039.22,48.0,14.49,75087.0,0,3,CONSUMO,PERSONAL,M,A1,499,2057,0
83619,2,2,23500,17307.95,1337.5,14.0,173967.0,0,7,CONSUMO,DPF,F,A1,708,755,0
83817,3,3,66650,55694.17,72.0,15.796666666666667,13349.71,0,2,CONSUMO,PERSONAL,M,A1,807,1974,0
84030,2,2,20200,14813.04,54.0,15.344999999999999,9460.0,0,6,CONSUMO,PERSONAL,M,A1,1063,1476,0
84480,2,2,20000,8885.29,72.0,14.440000000000001,54430.0,0,1,CONSUMO,PERSONAL,F,A1,1412,1542,0
84592,2,2,15250,4304.57,24.0,14.745000000000001,193477.4,0,4,CONSUMO,PERSONAL,M,A1,915,179,0
84672,2,2,18250,15349.109999999999,66.0,14.59,21337.08,0,2,CONSUMO,PERSONAL,M,A1,1097,2343,0
84743,2,2,17080,16141.34,42.0,14.59,24349.0,0,7,CONSUMO,PERSONAL,M,A1,166,1671,0
84806,2,2,5600,5340.6900000000005,21.0,15.09,22256.16,0,4,CONSUMO,PERSONAL,F,A1,84,722,0
85508,2,2,39200,25220.980000000003,60.0,14.49,102532.89,0,4,CONSUMO,PERSONAL,M,A1,1316,1241,0
85616,2,2,33000,20853.22,78.0,15.245000000000001,102276.0,0,3,CONSUMO,PERSONAL,F,A1,1309,1632,0
85645,2,2,27000,21812.92,48.0,15.845,28476.15,0,7,CONSUMO,PERSONAL,M,A1,378,1083,0
85825,2,2,73000,69676.08,78.0,15.32,155366.0,0,2,MICROCRÉDITO,HIPOTECA,M,A1,678,2820,0
86555,2,2,35000,21965.15,60.0,14.745000000000001,48303.65,0,4,CONSUMO,PERSONAL,M,A1,855,1652,0
86841,2,2,20000,15234.18,60.0,15.5,25478.0,0,1,CONSUMO,PERSONAL,M,A1,898,1670,0
87173,2,2,12000,9446.36,60.0,14.745000000000001,22784.17,0,6,CONSUMO,PERSONAL,F,A1,932,1632,0
87337,2,2,19000,12754.1,60.0,14.59,55009.11,0,5,CONSUMO,PERSONAL,F,A1,348,1731,0
87692,2,2,20000,19003.97,60.0,14.995000000000001,124400.0,0,5,CONSUMO,PERSONAL,M,A1,191,1657,0
87739,4,4,9050,9050.0,272.75,15.0,20977.76,0,7,CONSUMO,DPF,M,A1,149,166,0
87952,2,2,10000,5238.88,48.0,15.245000000000001,48515.0,0,7,CONSUMO,PERSONAL,F,A1,1360,816,0
88453,2,2,77000,67167.97,114.0,13.489999999999998,93851.5,0,2,INMOBILIARIO,HIPOTECA,F,A1,1209,4306,0
88885,2,2,23550,20434.0,54.0,14.54,83549.0,0,7,CONSUMO,PERSONAL,F,A1,352,1805,0
89050,2,2,3450,2521.74,15.0,15.19,76236.0,0,7,CONSUMO,PERSONAL,F,A1,233,537,0
89181,3,3,15000,13145.990000000002,36.0,15.19,103609.79,0,8,CONSUMO,PERSONAL,F,A1,308,1017,0
89288,2,2,28350,23209.12,102.0,12.445,60269.5,0,2,CONSUMO,HIPOTECA,M,A1,1253,2402,0
89548,2,2,30000,21837.92,69.0,14.49,83327.0,6,7,CONSUMO,PERSONAL,F,A1,1407,1272,1
89748,2,2,5500,4579.98,37.0,15.19,5522.0,0,1,CONSUMO,PERSONAL,M,A1,377,901,0
90059,2,2,9600,4772.74,151.5,14.495000000000001,8900.0,0,7,CONSUMO,DPF,M,A1,1076,5,0
90640,2,2,17000,12106.08,12.0,16.345,48650.0,0,3,CONSUMO,PERSONAL,M,A1,829,1035,0
90858,2,2,24800,18648.97,40.0,16.65,64131.0,0,4,MICROCRÉDITO,PERSONAL,M,A1,476,1815,0
90923,2,2,35000,24002.9,66.0,14.49,30711.05,0,5,CONSUMO,PERSONAL,M,A1,1316,1226,0
91159,2,2,44800,40615.82,72.0,13.375,43311.0,0,4,INMOBILIARIO,HIPOTECA,M,A1,511,2413,0
91354,3,3,28300,16441.39,12.666666666666666,15.826666666666668,74409.15,0,4,CONSUMO,PERSONAL,M,A1,1328,1587,0
91563,2,2,12500,8804.5,66.0,15.245000000000001,13135.0,0,1,CONSUMO,PERSONAL,M,A1,1037,1512,0
92332,2,2,51500,23446.46,48.0,14.345,35409.87,0,4,CONSUMO,PERSONAL,M,A1,1018,1134,0
92556,2,2,22000,11916.039999999999,60.0,12.42,18431.0,0,3,CONSUMO,HIPOTECA,M,A1,966,1958,0
92592,2,2,27000,23292.85,72.0,15.489999999999998,15028.29,0,4,CONSUMO,PERSONAL,F,A1,672,1895,0
92778,2,2,23000,21927.77,6.0,16.345,51595.42,0,4,CONSUMO,PERSONAL,M,A1,329,1007,0
92936,2,2,4900,2128.1099999999997,30.0,14.99,71673.71,9,4,CONSUMO,PERSONAL,F,A2,686,418,1
93367,2,2,35000,28354.309999999998,47.0,15.495000000000001,40586.0,0,4,CONSUMO,PERSONAL,M,A1,952,1605,0
93717,2,2,31700,27694.230000000003,72.0,14.49,28353.18,0,4,CONSUMO,PERSONAL,M,A1,679,1890,0
93996,2,2,41000,35012.5,38.0,15.495000000000001,82969.0,0,3,CONSUMO,PERSONAL,M,A1,471,1895,0
94256,2,2,18700,17850.03,43.5,17.65,53487.2,0,4,MICROCRÉDITO,PERSONAL,M,A1,265,2393,0
94257,2,2,27000,11150.49,9.5,15.445,134425.0,0,4,CONSUMO,PERSONAL,F,A1,1441,1233,0
94784,2,0,36800,30637.83,24.5,16.245,44914.0,520,4,CONSUMO,HIPOTECA,M,E,1419,-22,1
94791,2,2,22990,21069.51,54.0,14.54,122238.0,0,7,CONSUMO,PERSONAL,M,A1,370,2499,0
94974,2,2,31000,26346.83,54.0,16.695,15000.0,0,6,CONSUMO,PERSONAL,F,A1,768,1424,0
95289,2,1,4860,2224.85,42.0,15.09,15300.0,33,4,CONSUMO,PERSONAL,M,A3,544,1498,1
95351,2,2,12500,5731.63,32.0,15.245000000000001,37923.0,0,4,CONSUMO,PERSONAL,M,A1,1304,522,0
95541,2,2,18000,18000.0,153.0,14.59,88439.0,0,2,CONSUMO,PERSONAL,F,A1,202,943,0
96625,2,2,20000,14079.91,54.0,16.65,35409.0,0,1,CONSUMO,PERSONAL,M,A1,932,1267,0
96923,2,2,15000,12620.320000000002,54.0,14.49,27707.0,0,2,CONSUMO,PERSONAL,M,A1,693,1685,0
97376,2,2,4200,3369.72,36.0,15.845,13691.0,9,4,CONSUMO,PERSONAL,F,A1,352,1482,1
97535,2,2,35000,12516.84,60.0,14.440000000000001,20497.99,0,4,CONSUMO,PERSONAL,F,A1,1371,1504,0
97812,2,2,22550,17011.09,49.5,15.370000000000001,50525.25,2,2,CONSUMO,PERSONAL,M,A1,526,1580,1
98314,2,2,20300,17400.19,72.0,14.49,25316.0,0,3,CONSUMO,PERSONAL,F,A1,700,1871,0
98357,2,2,20000,13006.47,60.0,15.245000000000001,81090.0,0,4,CONSUMO,PERSONAL,F,A1,1412,1234,0
98391,2,2,24500,19472.97,84.0,15.245000000000001,42698.0,0,1,CONSUMO,PERSONAL,M,A1,876,1961,0
98608,2,2,12500,8340.09,54.0,14.49,10505.0,0,7,CONSUMO,PERSONAL,F,A1,1244,1287,0
98652,2,2,8300,5806.04,21.0,14.59,12000.0,0,5,CONSUMO,PERSONAL,F,A1,306,740,0
98729,2,2,17800,14832.79,42.0,14.995000000000001,129987.0,0,4,CONSUMO,PERSONAL,M,A1,369,1128,0
98848,2,2,35000,21293.59,47.0,14.695,51044.57,0,4,CONSUMO,HIPOTECA,F,A1,600,1540,0
98902,2,2,3200,2226.26,3.0,15.695,21364.0,0,4,CONSUMO,PERSONAL,F,A1,317,413,0
99182,2,2,68650,66324.96,78.5,12.995000000000001,115132.75,0,1,INMOBILIARIO,HIPOTECA,F,A1,267,4342,0
99185,2,2,15900,13660.279999999999,72.0,15.695,36209.0,1,2,CONSUMO,PERSONAL,M,A1,712,1856,1
99264,2,2,100000,99686.29000000001,102.0,11.99,279341.0,0,3,CONSUMO,HIPOTECA,F,A1,126,4359,0
99442,2,2,29000,28031.8,66.0,15.19,35000.0,0,6,CONSUMO,PERSONAL,F,A1,202,2084,0
100471,2,2,65000,56505.95,66.0,15.344999999999999,188499.0,0,7,CONSUMO,HIPOTECA,F,A1,618,2247,0
100711,2,2,27000,9387.490000000002,7.0,16.9,44867.0,0,4,MICROCRÉDITO,PERSONAL,M,A1,1228,237,0
100942,2,2,26800,15976.810000000001,54.0,14.09,28464.0,0,4,CONSUMO,PERSONAL,M,A1,246,1580,0
100975,2,2,20000,13690.099999999999,60.0,14.345,17735.0,0,4,CONSUMO,PERSONAL,M,A1,1119,1498,0
101227,2,2,8100,5785.84,18.5,15.545,37821.94,0,4,CONSUMO,PERSONAL,F,A1,743,375,0
101742,2,2,20000,11393.210000000001,5.0,14.745000000000001,47051.0,0,4,CONSUMO,PERSONAL,M,A1,687,833,0
101777,2,2,20000,16025.380000000001,42.0,14.54,52757.0,0,1,CONSUMO,PERSONAL,M,A1,368,1230,0
102025,2,2,50000,43984.53,78.0,11.92,553201.49,0,4,CONSUMO,HIPOTECA,F,A1,579,2359,0
102604,2,2,55000,50425.689999999995,48.0,14.995000000000001,221219.03,0,4,CONSUMO,PERSONAL,M,A1,268,1622,0
106304,2,2,5500,2676.69,33.0,15.620000000000001,6818.0,0,7,CONSUMO,PERSONAL,M,A1,614,1132,0
106635,2,2,21500,16882.29,54.0,14.49,144256.3,0,4,CONSUMO,PERSONAL,M,A1,650,1196,0
106777,2,2,15000,10327.27,30.0,15.895,76180.0,0,7,CONSUMO,PERSONAL,M,A1,1087,881,0
106820,2,2,45600,41772.02,71.0,16.2,42304.49,0,4,MICROCRÉDITO,PERSONAL,M,A1,673,2087,0
106904,2,2,17000,12096.73,54.0,15.09,14187.0,1,2,CONSUMO,PERSONAL,M,A1,1188,1233,1
107425,2,2,12000,11322.39,48.0,15.19,40152.0,6,4,CONSUMO,PERSONAL,F,A1,194,1335,1
107922,2,2,4000,3231.87,24.0,17.35,29946.0,0,3,MICROCRÉDITO,PERSONAL,M,A1,289,642,0
108254,2,2,10000,7502.72,7.0,14.745000000000001,15939.0,0,4,CONSUMO,PERSONAL,F,A1,803,1024,0
109502,2,2,55000,39832.66,54.0,14.745000000000001,200410.45,9,3,CONSUMO,HIPOTECA,F,A2,1371,1267,1
110918,2,2,16300,14345.23,72.0,13.99,15683.0,0,3,CONSUMO,PERSONAL,M,A1,658,1905,0
111196,2,2,112000,91083.04,102.0,12.675,192232.0,0,1,CONSUMO,HIPOTECA,M,A1,1056,2582,0
111304,2,2,2550,1422.52,12.0,15.495000000000001,7965.0,0,2,MICROCRÉDITO,PERSONAL,F,A1,185,334,0
111479,2,2,56000,41352.76,79.5,12.42,87690.0,0,1,CONSUMO,HIPOTECA,F,A1,1413,2119,0
111580,2,2,10000,5342.77,57.0,15.745000000000001,4428.0,0,7,CONSUMO,PERSONAL,M,A1,1300,894,0
111644,2,2,26000,18763.6,10.0,15.44,155000.0,9,1,CONSUMO,PERSONAL,F,A1,602,861,1
112351,2,2,30000,21859.41,11.0,16.0,87163.0,0,4,MICROCRÉDITO,HIPOTECA,M,A1,1224,1333,0
112420,2,2,25000,19621.3,54.0,14.440000000000001,22683.0,0,1,CONSUMO,PERSONAL,M,A1,684,1160,0
113211,2,2,15000,14749.01,60.0,14.59,35000.0,0,5,CONSUMO,PERSONAL,M,A1,93,1749,0
113373,2,2,28000,23774.67,60.0,15.75,27762.63,7,4,MICROCRÉDITO,PERSONAL,M,A1,621,1636,1
114069,2,2,3900,1997.88,24.0,13.99,11070.0,0,4,CONSUMO,PERSONAL,F,A1,672,537,0
114838,2,2,35000,21586.96,72.0,14.245000000000001,27795.94,0,4,CONSUMO,PERSONAL,M,A1,803,1818,0
114934,2,2,25000,19354.02,72.0,14.594999999999999,18415.0,0,12,CONSUMO,PERSONAL,F,A1,1155,1597,0
115044,2,2,30100,24347.11,72.0,14.695,52746.0,0,1,CONSUMO,PERSONAL,F,A1,888,1678,0
115452,2,2,13970,12485.52,389.0,14.0,29045.0,0,5,CONSUMO,DPF,F,A1,464,1139,0
116117,2,2,48000,36642.39,96.0,12.42,36582.0,0,1,CONSUMO,HIPOTECA,M,A1,863,2440,0
116135,2,2,5250,2035.29,30.0,14.995000000000001,16044.26,0,4,CONSUMO,PERSONAL,F,A1,902,541,0
116398,2,2,21900,11157.29,48.0,14.440000000000001,175000.0,0,7,CONSUMO,PERSONAL,M,A1,1302,761,0
116436,2,2,30000,25317.410000000003,29.0,14.695,36602.0,0,3,CONSUMO,PERSONAL,M,A1,460,1366,0
116582,2,2,16000,8390.08,42.0,14.045,29620.0,0,4,CONSUMO,PERSONAL,M,A1,1097,729,0
116755,2,2,24200,10950.53,60.0,16.244999999999997,38367.0,0,2,MICROCRÉDITO,PERSONAL,F,A1,1293,1264,0
116978,2,2,20000,18406.129999999997,54.0,14.54,91883.0,0,7,CONSUMO,PERSONAL,M,A1,339,2318,0
117088,2,2,20000,15677.06,36.0,14.245000000000001,60498.36,0,4,CONSUMO,PERSONAL,F,A1,498,1020,0
117171,2,2,35000,33717.69,72.0,14.59,176128.0,0,5,CONSUMO,PERSONAL,M,A1,210,2358,0
117369,2,2,30000,29254.25,72.0,14.59,37100.0,0,5,CONSUMO,PERSONAL,F,A1,162,2409,0
117747,2,2,35000,27671.18,60.0,15.245000000000001,18000.0,0,1,CONSUMO,PERSONAL,F,A1,765,1805,0
117844,2,2,4300,1592.48,13.0,15.969999999999999,3887.0,0,4,CONSUMO,PERSONAL,M,A1,621,250,0
117912,2,2,31000,17574.11,84.0,14.99,18498.0,0,3,CONSUMO,PERSONAL,F,A1,707,1993,0
118977,2,2,23000,13004.03,54.0,14.395,12381.0,0,4,CONSUMO,PERSONAL,M,A1,1114,1050,0
119364,2,2,10000,9344.72,60.0,15.395,15282.0,0,4,CONSUMO,PERSONAL,M,A1,330,2079,0
119691,2,2,99000,72824.76,84.0,12.49,110000.0,0,1,CONSUMO,HIPOTECA,M,A1,1230,2288,0
121016,3,3,24900,19427.07,46.666666666666664,15.226666666666667,85082.49,0,7,CONSUMO,PERSONAL,F,A1,604,1573,0
121141,2,2,26000,23949.86,78.0,15.19,33885.0,0,3,CONSUMO,PERSONAL,M,A1,393,2163,0
121692,2,2,17000,9269.86,48.0,14.745000000000001,157522.71,0,10,CONSUMO,PERSONAL,M,A1,1097,1204,0
121784,2,2,12000,8498.029999999999,48.0,14.695,14138.0,0,2,CONSUMO,PERSONAL,M,A1,770,1139,0
122043,2,2,36100,28654.11,132.0,9.75,98860.0,0,1,INMOBILIARIO,HIPOTECA,M,A1,1282,3402,0
122283,2,2,35000,23912.97,27.0,15.19,69195.0,0,7,CONSUMO,PERSONAL,M,A1,414,607,0
122585,2,2,13500,9036.25,57.0,14.440000000000001,14620.0,0,1,CONSUMO,PERSONAL,M,A1,1246,1311,0
122603,2,2,70000,57212.84,49.0,17.25,301633.57,1,4,MICROCRÉDITO,HIPOTECA,M,A1,1280,1979,1
122681,2,2,42300,33681.92,54.0,11.92,225737.0,0,1,CONSUMO,HIPOTECA,M,A1,632,1937,0
123094,2,2,17400,10328.28,66.0,14.745000000000001,19974.0,0,1,CONSUMO,PERSONAL,F,A1,1375,1824,0
123493,2,2,16500,14319.7,60.0,15.895,18390.0,0,7,CONSUMO,PERSONAL,F,A1,366,1685,0
123850,2,2,93450,85263.49,114.5,12.745000000000001,92301.0,2,6,CONSUMO,HIPOTECA,M,A1,945,4077,1
123965,2,2,17100,8311.01,48.0,16.745,38693.0,0,2,CONSUMO,PERSONAL,F,A1,1231,978,0
124597,2,2,14500,2248.1800000000003,24.0,14.695,40087.0,0,7,CONSUMO,PERSONAL,M,A1,945,152,0
124685,2,2,6050,4449.52,30.0,16.495,14071.0,0,2,CONSUMO,PERSONAL,F,A1,379,716,0
125343,2,2,20000,14109.26,45.0,15.09,45313.5,0,1,CONSUMO,PERSONAL,F,A1,476,1603,0
125460,2,2,11500,11015.83,9.0,15.19,17346.0,0,4,CONSUMO,PERSONAL,M,A1,181,1280,0
125765,2,2,18565,17725.440000000002,87.0,17.465,40452.54,0,7,CONSUMO,HIPOTECA,M,A1,359,2294,0
125967,3,3,50000,30072.48,68.0,15.323333333333332,44145.0,0,1,CONSUMO,PERSONAL,F,A1,1409,1997,0
126079,2,0,3750,2.0,3.0,15.0,64696.0,976,5,CONSUMO,PERSONAL,F,E,1406,-1276,1
126326,2,2,22000,19299.97,54.0,14.440000000000001,217310.0,0,7,CONSUMO,PERSONAL,F,A1,469,2109,0
126833,2,2,110000,104989.52,47.0,18.25,367344.08,0,2,MICROCRÉDITO,HIPOTECA,M,A1,525,2317,0
126915,2,2,21000,12034.17,36.0,14.695,38836.0,0,3,CONSUMO,PERSONAL,M,A1,993,836,0
127255,2,2,33000,24218.66,90.0,12.6,38720.0,0,1,CONSUMO,HIPOTECA,M,A1,1294,3083,0
127380,2,2,23000,21386.5,72.0,13.99,21289.0,0,4,CONSUMO,PERSONAL,F,A1,436,2119,0
128041,2,2,31000,24888.980000000003,72.0,14.245000000000001,36219.78,0,5,CONSUMO,PERSONAL,F,A1,933,1764,0
128081,3,3,22000,19934.88,68.0,14.893333333333333,45000.0,0,1,CONSUMO,PERSONAL,M,A1,632,2373,0
128142,2,2,31700,22823.309999999998,72.0,13.99,18302.36,0,4,CONSUMO,PERSONAL,M,A1,1273,1797,0
128474,2,2,39000,34139.97,11.5,16.7,59251.13,18,4,MICROCRÉDITO,PERSONAL,M,A1,749,2046,1
128741,2,2,31000,23160.85,96.0,11.844999999999999,23224.0,1,2,CONSUMO,HIPOTECA,M,A1,1254,3129,1
128820,2,2,35000,16365.3,114.0,13.344999999999999,44910.0,6,4,INMOBILIARIO,HIPOTECA,F,A1,1310,3067,1
129332,2,2,23000,19258.43,66.0,16.745,36800.0,2,2,CONSUMO,PERSONAL,M,A1,686,1884,1
