cliente,n_operaciones,n_vigentes,monto_total,saldo_total,plazo_prom,tasa_prom,patrimonio_tec,max_dias_mora,oficina,tipo_credito,garantia,sexo,calificacion_riesgo,antiguedad_max_dias,dias_hasta_ultimo_venc,riesgo_actual
192526,2,2,35000,27699.72,67.0,15.540000000000001,81190.0,23,1,CONSUMO,PERSONAL,F,A1,908,1520,1
192533,2,2,22800,17635.11,60.0,14.745000000000001,61650.0,0,4,CONSUMO,PERSONAL,M,A1,937,1637,0
192741,2,2,25000,12537.02,15.0,14.59,125368.45,0,5,CONSUMO,PERSONAL,M,A1,238,314,0
193583,2,2,25000,8460.92,54.0,16.744999999999997,33734.05,0,7,MICROCRÉDITO,PERSONAL,M,A1,1262,907,0
193806,2,1,30000,13309.7,49.5,14.49,189251.0,291,5,CONSUMO,PERSONAL,M,A1,1234,623,1
194429,2,2,45000,38517.3,77.0,11.844999999999999,31904.05,0,4,CONSUMO,HIPOTECA,F,A1,1226,3139,0
194467,2,2,26000,19818.75,84.0,15.344999999999999,44250.0,0,1,CONSUMO,PERSONAL,F,A1,917,2393,0
194981,2,2,15000,7521.900000000001,42.0,14.745000000000001,90896.0,0,5,CONSUMO,PERSONAL,M,A1,793,681,0
195353,2,2,7700,4700.469999999999,25.5,14.745000000000001,72994.0,0,8,CONSUMO,PERSONAL,M,A1,566,467,0
195507,2,2,19500,12075.12,60.0,15.44,71195.41,0,7,CONSUMO,PERSONAL,M,A1,1413,1144,0
195512,2,2,50000,48076.92,96.0,12.49,72485.28,0,4,CONSUMO,HIPOTECA,F,A1,695,4359,0
195766,2,2,101900,70987.51999999999,728.0,14.0,385000.0,0,11,CONSUMO,DPF,F,A1,427,301,0
195842,2,2,25000,18113.13,66.0,14.49,95935.0,0,2,CONSUMO,PERSONAL,M,A1,1421,1328,0
196233,2,2,25000,19485.21,66.0,14.695,17500.0,0,1,CONSUMO,PERSONAL,M,A1,933,1535,0
196946,2,2,9000,7312.53,42.0,14.49,10471.2,0,10,CONSUMO,PERSONAL,M,A1,520,964,0
197091,4,4,31100,24247.52,124.75,14.6225,36700.0,0,10,CONSUMO,DPF,M,A1,641,861,0
197397,2,2,9800,4223.3,30.0,14.695,42211.29,0,7,CONSUMO,PERSONAL,F,A1,762,424,0
197552,2,2,25000,18078.67,44.0,17.0,12781.5,0,4,MICROCRÉDITO,PERSONAL,M,A1,1284,1272,0
198178,2,2,25000,23042.78,69.0,14.59,56240.0,0,5,CONSUMO,PERSONAL,F,A1,396,1976,0
199180,2,2,40000,27305.18,54.0,12.925,90702.0,0,1,INMOBILIARIO,HIPOTECA,M,A2,762,1118,0
199644,2,2,25000,18937.23,6.0,18.35,30750.0,0,1,MICROCRÉDITO,PERSONAL,M,A1,856,1004,0
199699,2,2,11000,3084.0899999999997,36.0,15.245000000000001,131918.0,0,12,CONSUMO,PERSONAL,F,A1,1027,495,0
200426,3,3,23600,14614.56,4.666666666666667,15.326666666666668,288721.42,0,4,CONSUMO,PERSONAL,F,A1,1199,262,0
200458,2,2,18300,12760.669999999998,48.0,14.440000000000001,63855.74,0,10,CONSUMO,PERSONAL,F,A1,590,1545,0
200579,2,2,23000,14090.61,60.0,14.49,28000.0,0,5,CONSUMO,PERSONAL,M,A1,700,1707,0
200681,2,2,15900,11642.52,60.0,14.99,24200.0,0,4,CONSUMO,PERSONAL,M,A1,663,1167,0
200745,2,2,35000,24532.2,42.0,15.75,25466.0,0,1,CONSUMO,PERSONAL,F,A1,853,989,0
201056,2,2,29000,27698.46,37.0,15.895,50600.0,0,6,CONSUMO,PERSONAL,F,A1,219,2338,0
202071,3,3,89430,85482.56,240.66666666666666,13.33,172022.34,0,7,CONSUMO,DPF,F,A1,300,3352,0
202136,2,2,35000,27736.28,72.0,15.995000000000001,40417.0,0,2,CONSUMO,PERSONAL,M,A1,1020,1561,0
202167,3,3,23000,19401.88,68.0,14.69,35506.0,0,4,CONSUMO,PERSONAL,F,A1,1258,2199,0
202321,2,2,17000,14331.06,65.0,14.945,30000.0,0,2,CONSUMO,PERSONAL,F,A1,740,1560,0
202330,2,2,25600,15120.060000000001,30.0,14.945,49309.0,0,5,CONSUMO,PERSONAL,F,A1,712,593,0
202738,2,2,27000,12982.33,39.5,14.49,80085.0,0,5,CONSUMO,PERSONAL,M,A1,643,845,0
202773,2,2,97000,80635.42,96.0,11.795,74311.2,0,4,CONSUMO,HIPOTECA,M,A1,1262,3103,0
203036,2,2,25000,19981.07,54.0,14.49,52102.0,0,7,CONSUMO,PERSONAL,M,A1,468,1540,0
203066,2,2,25000,23398.850000000002,66.0,14.59,35890.0,0,7,CONSUMO,PERSONAL,M,A1,286,2294,0
203234,3,3,38000,29304.89,60.0,14.660000000000002,23900.0,0,2,CONSUMO,PERSONAL,M,A1,1120,1601,0
203283,2,2,22000,13230.349999999999,9.0,14.395,62478.0,0,4,CONSUMO,PERSONAL,M,A1,1188,1167,0
203297,2,2,6000,3781.8,15.0,15.344999999999999,3425.5,0,4,CONSUMO,PERSONAL,M,A1,682,719,0
203616,2,1,20000,8388.259999999998,48.0,15.35,41398.0,45,6,CONSUMO,PERSONAL,M,A3,1141,881,1
203818,2,2,20000,9705.57,48.0,14.745000000000001,165807.39,0,10,CONSUMO,PERSONAL,M,A1,881,1174,0
203821,2,2,25000,21217.949999999997,45.0,14.49,25100.0,0,5,CONSUMO,PERSONAL,M,A1,523,1132,0
203880,2,2,18000,15439.82,24.0,14.495000000000001,78500.0,0,11,CONSUMO,DPF,M,A1,169,1017,0
203899,2,2,21500,15709.62,42.0,14.49,114200.0,0,10,CONSUMO,PERSONAL,M,A1,596,1231,0
204090,2,2,35000,20301.46,72.0,13.99,193000.0,0,5,CONSUMO,PERSONAL,F,A1,1387,1756,0
204623,2,2,32000,22703.550000000003,84.0,15.245000000000001,44000.0,0,3,CONSUMO,PERSONAL,F,A1,1177,1754,0
204676,2,2,15000,14551.79,24.0,14.59,22727.0,0,8,CONSUMO,PERSONAL,F,A1,84,1013,0
204729,2,2,18500,14774.9,66.0,17.395,50000.0,6,7,MICROCRÉDITO,PERSONAL,F,A1,966,1608,1
204789,2,2,14500,10598.849999999999,48.0,15.540000000000001,34000.0,0,7,CONSUMO,PERSONAL,M,A1,778,1503,0
204847,2,2,36000,23669.72,66.5,15.245000000000001,30074.0,1,1,CONSUMO,PERSONAL,M,A1,1280,1581,1
204981,2,2,10000,3565.68,29.0,15.245000000000001,30000.0,0,7,CONSUMO,PERSONAL,M,A1,1406,401,0
205046,2,2,8000,3580.9300000000003,42.0,14.745000000000001,50171.37,2,4,CONSUMO,PERSONAL,M,A1,1018,513,1
205128,2,2,31000,30363.48,72.0,15.19,72415.0,0,3,CONSUMO,PERSONAL,M,A1,184,2388,0
205253,2,2,11500,4703.28,42.0,14.440000000000001,55097.0,3,7,CONSUMO,PERSONAL,M,A1,1451,727,1
205395,2,2,23000,15998.99,60.0,15.245000000000001,34418.08,0,4,CONSUMO,PERSONAL,F,A1,1014,1244,0
205582,2,2,32000,19366.83,54.0,14.49,53300.0,0,10,CONSUMO,PERSONAL,M,A1,1287,905,0
206085,3,3,21300,17936.95,37.0,14.756666666666666,17145.0,0,2,CONSUMO,PERSONAL,F,A1,327,1499,0
206174,2,2,31000,17550.6,36.0,15.344999999999999,16000.0,0,8,CONSUMO,PERSONAL,F,A1,868,852,0
206416,2,2,23000,21168.34,33.0,17.35,40356.67,5,10,MICROCRÉDITO,PERSONAL,M,A1,160,1122,1
206451,2,2,6000,4751.0599999999995,24.0,16.395,54220.0,0,7,MICROCRÉDITO,PERSONAL,F,A1,170,1063,0
212864,2,2,15500,13606.68,36.0,15.95,67207.51,0,9,CONSUMO,DPF,M,A1,201,1009,0
213291,2,2,21000,13762.220000000001,48.5,14.745000000000001,41321.23,0,4,CONSUMO,PERSONAL,M,A1,964,1183,0
213375,2,2,35000,35000.0,48.0,14.945,18657.4,0,8,CONSUMO,PERSONAL,M,A1,7,1455,0
213912,2,2,30000,18511.41,69.0,14.49,198090.0,0,5,CONSUMO,PERSONAL,F,A1,1387,1315,0
214249,2,2,50000,43888.229999999996,78.0,14.57,119521.0,0,6,CONSUMO,PERSONAL,M,A1,641,2281,0
214489,2,2,32000,20788.440000000002,72.5,15.245000000000001,32855.77,0,10,CONSUMO,PERSONAL,M,A1,1283,1318,0
214660,2,2,30000,23520.059999999998,72.0,14.49,199545.0,0,5,CONSUMO,PERSONAL,M,A1,649,1923,0
215682,2,2,19730,18450.22,77.0,13.495000000000001,21355.0,16,4,INMOBILIARIO,HIPOTECA,M,A1,762,4121,1
215796,2,2,18000,12608.05,45.0,13.99,10282.0,0,4,CONSUMO,PERSONAL,F,A1,653,1573,0
215799,2,2,12230,9604.98,60.0,14.245000000000001,13600.17,0,7,CONSUMO,PERSONAL,M,A1,549,1282,0
216070,2,0,13600,2.0,14.0,15.245000000000001,7546.0,682,11,CONSUMO,PERSONAL,M,E,1455,-933,1
216144,2,2,25000,23907.18,60.0,16.044999999999998,40282.0,0,8,CONSUMO,PERSONAL,F,A1,350,1820,0
216175,2,2,13000,11109.11,21.0,15.09,59264.64,0,9,CONSUMO,PERSONAL,F,A1,523,523,0
216176,6,6,79800,40702.85,177.5,15.65,249002.66,0,8,CONSUMO,DPF,F,A1,1149,105,0
216448,2,2,23000,17934.32,65.0,15.245000000000001,27617.92,0,6,CONSUMO,PERSONAL,M,A1,678,1632,0
217065,2,2,3300,3300.0,209.5,15.0,7200.0,0,8,CONSUMO,DPF,F,A1,258,36,0
217077,2,2,20000,12812.92,60.0,14.695,58000.0,0,5,CONSUMO,PERSONAL,F,A1,798,1525,0
217322,2,2,23500,10867.76,30.0,15.989999999999998,30274.31,6,4,CONSUMO,PERSONAL,M,A1,691,617,1
217325,2,2,35000,30680.71,72.0,14.49,124000.0,0,11,CONSUMO,PERSONAL,F,A1,584,2000,0
217382,2,2,6600,2616.02,33.0,17.375,48000.0,0,7,MICROCRÉDITO,PERSONAL,M,A1,782,393,0
218322,2,2,65000,52006.549999999996,102.0,11.92,64656.88,0,4,CONSUMO,HIPOTECA,M,A1,1007,3350,0
218659,2,2,15900,14495.55,44.0,15.19,151699.0,0,11,CONSUMO,PERSONAL,F,A1,224,1349,0
218723,2,2,8500,5399.1,30.0,14.49,15000.0,0,7,CONSUMO,PERSONAL,M,A1,539,593,0
218966,2,2,5600,4984.09,27.0,14.59,56800.0,0,5,CONSUMO,PERSONAL,M,A1,169,979,0
219183,2,2,72800,63063.67,90.0,11.870000000000001,120000.0,0,11,CONSUMO,HIPOTECA,F,A1,827,2840,0
219578,2,2,16000,10222.29,36.0,14.945,107833.32,0,9,CONSUMO,PERSONAL,M,A1,745,714,0
219800,2,2,18000,17099.57,45.0,16.845,19700.0,0,4,CONSUMO,PERSONAL,F,A1,335,2387,0
219925,2,2,22000,16933.300000000003,48.0,15.09,13496.0,0,2,CONSUMO,PERSONAL,M,A1,691,1136,0
220028,2,2,38300,17641.25,36.5,16.09,116000.0,0,8,CONSUMO,PERSONAL,F,A1,1030,902,0
220127,2,2,27000,18106.14,36.0,14.49,38349.84,0,11,CONSUMO,PERSONAL,F,A1,589,873,0
220191,2,2,127965,125102.08,97.0,12.59,128742.98,0,13,CONSUMO,HIPOTECA,F,A1,396,2968,0
220275,2,2,4100,758.9300000000001,21.0,14.745000000000001,54134.17,0,7,CONSUMO,PERSONAL,F,A1,798,117,0
220473,2,2,11000,3237.21,24.0,16.65,60982.22,0,9,MICROCRÉDITO,PERSONAL,F,A1,684,572,0
220795,2,2,22100,9001.189999999999,33.0,14.645,43228.01,0,11,CONSUMO,PERSONAL,F,A1,986,473,0
220868,2,2,25000,21277.920000000002,63.0,16.12,92550.0,0,12,CONSUMO,PERSONAL,F,A1,505,1693,0
221050,2,2,20000,12982.550000000001,48.0,15.75,11691.0,0,7,CONSUMO,PERSONAL,F,A1,1007,1262,0
221101,2,0,30000,21613.100000000002,68.5,14.594999999999999,53229.19,136,11,CONSUMO,PERSONAL,M,C1,1147,1448,1
221210,2,2,20600,14068.12,45.0,14.745000000000001,99866.83,0,9,CONSUMO,PERSONAL,M,A1,1024,1323,0
221333,2,2,90000,82992.07,74.0,13.99,169023.19,0,5,CONSUMO,HIPOTECA,M,A1,504,2171,0
221399,2,2,11200,8213.689999999999,23.0,14.745000000000001,5528.0,0,2,CONSUMO,PERSONAL,M,A1,518,1533,0
221576,2,0,18500,15141.74,19.0,15.489999999999998,39540.0,596,8,CONSUMO,PERSONAL,F,E,1023,-428,1
221985,2,2,30000,24792.61,72.0,14.195,137750.0,0,5,CONSUMO,PERSONAL,F,A1,987,1805,0
222380,2,2,4000,3784.7799999999997,15.5,17.5,31581.92,0,4,MICROCRÉDITO,PERSONAL,F,A1,201,1203,0
222384,2,2,21970,20354.97,55.0,15.09,80000.0,0,7,CONSUMO,PERSONAL,M,A1,426,1408,0
222432,3,3,35000,28433.95,68.0,15.46,94700.0,0,12,CONSUMO,PERSONAL,F,A1,831,1726,0
222565,2,2,25000,11888.99,54.0,15.645,39112.08,1,8,CONSUMO,PERSONAL,M,A1,1096,711,1
222619,2,2,30000,20763.91,66.0,14.989999999999998,24800.0,0,10,CONSUMO,PERSONAL,F,A1,1283,1759,0
223345,2,2,25000,10319.07,42.0,16.99,49000.0,2,11,MICROCRÉDITO,PERSONAL,F,A1,1055,748,1
223710,5,5,2670,2670.0,239.8,15.0,6600.0,0,7,CONSUMO,DPF,M,A1,239,76,0
223743,2,2,31200,29100.82,84.0,15.09,16136.05,0,4,CONSUMO,PERSONAL,F,A1,471,2539,0
223874,2,2,22000,22000.0,48.0,14.09,37038.0,0,11,CONSUMO,PERSONAL,M,A1,35,1435,0
224239,2,2,48000,30643.06,42.0,16.945,52922.9,0,9,MICROCRÉDITO,PERSONAL,M,A1,952,989,0
224353,2,2,25000,4499.219999999999,50.0,15.245000000000001,42500.0,27,11,CONSUMO,PERSONAL,M,A3,1398,222,1
224586,2,2,23500,18419.28,8.0,15.75,89095.05,0,4,MICROCRÉDITO,PERSONAL,M,A1,525,1454,0
225064,2,2,15000,14635.95,54.0,14.945,54705.44,0,8,CONSUMO,PERSONAL,M,A1,70,1759,0
225109,2,2,22000,13029.57,9.0,15.195,71051.66,0,4,CONSUMO,PERSONAL,F,A1,1218,1506,0
225223,3,3,10000,8092.879999999999,17.333333333333332,15.959999999999999,16610.21,0,4,CONSUMO,PERSONAL,M,A1,383,693,0
225260,2,2,52100,49482.909999999996,84.0,15.09,53980.0,0,1,CONSUMO,PERSONAL,F,A1,632,2358,0
225546,2,2,12500,10425.890000000001,36.0,14.54,8803.22,0,11,CONSUMO,PERSONAL,M,A1,355,1113,0
225853,2,2,32000,15732.58,54.0,16.095,38100.0,0,9,CONSUMO,PERSONAL,F,A1,1115,1248,0
225913,2,2,25000,9644.86,42.0,15.645,38497.14,0,5,CONSUMO,PERSONAL,F,A1,987,495,0
226115,2,2,16000,7760.14,36.0,15.540000000000001,51300.0,0,9,CONSUMO,PERSONAL,M,A1,804,750,0
226190,2,2,30100,17707.39,66.0,16.0,93815.0,0,11,MICROCRÉDITO,PERSONAL,F,A1,1357,1129,0
226209,2,2,21000,16010.27,61.5,14.594999999999999,18500.0,0,12,CONSUMO,PERSONAL,M,A1,1147,1471,0
226336,2,2,16600,4142.26,31.5,15.945,22023.0,0,9,CONSUMO,PERSONAL,M,A1,1293,369,0
226503,2,2,16000,11826.119999999999,50.0,17.495,8181.0,0,1,MICROCRÉDITO,PERSONAL,F,A1,884,1045,0
226552,3,3,25000,16701.57,34.0,14.723333333333334,22000.0,0,8,CONSUMO,PERSONAL,M,A1,703,957,0
226689,2,1,6950,4828.8,37.0,15.495000000000001,11053.27,182,9,CONSUMO,PERSONAL,M,A1,901,1440,1
226763,2,2,20500,13245.009999999998,60.0,14.440000000000001,46650.0,0,12,CONSUMO,PERSONAL,M,A1,1196,1476,0
226846,2,2,15000,13336.14,42.0,14.54,153104.89,0,5,CONSUMO,PERSONAL,M,A1,306,1164,0
226965,2,2,15700,14822.27,66.0,15.19,43889.0,0,2,CONSUMO,PERSONAL,M,A1,226,1974,0
227069,2,2,40700,24320.29,54.0,17.244999999999997,94702.95,0,4,MICROCRÉDITO,HIPOTECA,F,A1,1043,1435,0
227251,2,2,155000,145113.12,103.0,14.440000000000001,631062.1,0,2,CONSUMO,HIPOTECA,M,A1,1426,3611,0
227407,2,2,4700,3686.58,21.0,15.0,6700.0,0,14,CONSUMO,DPF,M,A1,194,537,0
227512,2,2,30000,22073.72,42.0,15.489999999999998,128456.59,0,5,CONSUMO,PERSONAL,F,A1,635,897,0
227682,2,2,85000,77579.53,48.0,17.85,88521.14,0,3,MICROCRÉDITO,HIPOTECA,F,A1,518,2178,0
227807,2,2,28900,28197.33,32.5,15.094999999999999,49650.0,0,9,CONSUMO,DPF,M,A1,83,1736,0
227944,2,0,21200,13535.83,39.5,15.245000000000001,15300.0,498,11,CONSUMO,PERSONAL,M,E,1450,-72,1
228051,2,2,13500,11947.28,55.5,14.59,18900.0,0,11,CONSUMO,PERSONAL,F,A1,411,1435,0
228127,2,0,21000,1662.78,7.0,16.744999999999997,182926.0,1001,12,MICROCRÉDITO,PERSONAL,M,E,1366,-920,1
228152,2,2,20000,14829.63,36.0,14.49,126452.05,0,5,CONSUMO,PERSONAL,M,A1,492,985,0
228330,2,2,15500,14296.5,33.0,14.59,308240.0,0,8,CONSUMO,PERSONAL,M,A1,167,1303,0
228430,2,0,10000,6131.1900000000005,38.5,13.99,258190.0,169,5,CONSUMO,PERSONAL,F,D,894,614,1
228710,2,2,35000,17600.21,29.5,13.99,102737.62,0,12,CONSUMO,PERSONAL,F,A1,684,663,0
228746,2,2,26500,23994.300000000003,39.0,16.45,36606.8,0,9,MICROCRÉDITO,PERSONAL,F,A1,271,1553,0
229317,2,2,30000,22030.54,54.0,14.745000000000001,36189.06,0,12,CONSUMO,PERSONAL,M,A1,896,1297,0
229365,2,2,29800,27362.059999999998,36.0,15.19,35672.35,0,8,CONSUMO,PERSONAL,M,A1,211,1293,0
229526,2,2,10000,4774.84,36.0,16.575,24776.64,26,10,MICROCRÉDITO,PERSONAL,F,A1,758,449,1
229542,2,2,19500,17511.57,52.0,14.440000000000001,25404.0,0,4,CONSUMO,PERSONAL,M,A1,504,2021,0
229688,2,2,9000,7597.86,24.0,15.0,10060.0,0,9,CONSUMO,DPF,F,A1,195,902,0
229739,2,2,12500,8848.57,23.0,15.09,23903.54,8,4,CONSUMO,PERSONAL,F,A1,584,692,1
229825,2,2,125000,113587.17000000001,78.0,11.844999999999999,134589.33,0,11,CONSUMO,HIPOTECA,M,A1,518,3141,0
230070,3,3,29150,22013.53,36.0,13.83,218500.0,0,11,CONSUMO,DPF,F,A1,712,1113,0
230148,2,2,25000,23480.54,72.0,14.59,214000.0,0,5,CONSUMO,PERSONAL,F,A1,237,2329,0
230270,2,2,2600,2303.02,15.0,14.49,3500.0,0,11,CONSUMO,PERSONAL,F,A1,129,429,0
230464,2,1,10000,4085.25,34.0,15.489999999999998,4900.0,503,7,CONSUMO,PERSONAL,M,A2,1444,25,1
230508,2,2,11750,9059.98,48.0,15.57,34000.0,0,5,CONSUMO,PERSONAL,M,A1,602,1226,0
230781,2,2,12500,9736.85,62.0,14.745000000000001,7598.0,0,1,CONSUMO,PERSONAL,M,A1,827,1387,0
231046,2,2,25500,21730.46,42.0,16.9,94458.61,0,11,MICROCRÉDITO,PERSONAL,F,A1,316,1146,0
231086,2,2,35000,33294.619999999995,48.0,14.09,64847.0,0,5,CONSUMO,PERSONAL,F,A1,201,1625,0
231293,2,2,30000,17838.03,48.0,14.695,51045.0,0,5,CONSUMO,PERSONAL,M,A1,922,1132,0
231367,2,2,6500,5634.87,14.5,14.59,16944.03,0,7,CONSUMO,PERSONAL,M,A1,295,401,0
231480,2,2,24000,18960.83,77.0,15.5,13527.0,0,4,CONSUMO,PERSONAL,M,A1,897,1669,0
231552,2,2,15580,13466.55,36.0,14.09,28700.0,0,10,CONSUMO,PERSONAL,F,A1,336,1139,0
231584,2,2,20000,18446.46,60.0,14.09,164100.0,0,5,CONSUMO,PERSONAL,F,A1,348,1785,0
231976,2,2,26000,24714.13,54.0,15.445,51138.94,0,11,CONSUMO,PERSONAL,M,A1,145,1692,0
232955,2,2,24000,12447.039999999999,56.5,14.49,21695.0,0,5,CONSUMO,PERSONAL,M,A3,1311,950,0
233442,2,2,16900,15709.07,48.0,15.895,22000.0,0,11,CONSUMO,PERSONAL,F,A1,225,1609,0
233746,2,2,13620,10544.380000000001,68.0,16.495,35799.0,0,7,CONSUMO,HIPOTECA,F,A1,374,2182,0
233963,2,2,30000,21047.55,66.0,14.49,36436.07,0,4,CONSUMO,PERSONAL,F,A1,1405,1287,0
234009,2,2,40000,23632.49,48.0,15.495000000000001,115910.43,0,12,CONSUMO,PERSONAL,F,A1,1245,897,0
234270,2,2,15000,14276.98,78.0,16.495,83002.0,0,1,CONSUMO,PERSONAL,M,A1,296,2389,0
234563,2,2,22000,8838.45,27.0,14.745000000000001,27000.0,0,8,CONSUMO,PERSONAL,F,A1,945,334,0
234639,2,2,14000,13737.05,48.0,14.945,13189.51,0,8,CONSUMO,PERSONAL,M,A1,48,1405,0
234922,2,2,15000,14911.02,60.0,14.09,88245.75,0,5,CONSUMO,PERSONAL,M,A1,68,1772,0
235136,2,2,40000,28483.08,66.0,14.49,20000.0,0,5,CONSUMO,PERSONAL,F,A1,1311,1371,0
235146,2,2,5520,4928.65,30.0,14.09,7400.0,0,11,CONSUMO,PERSONAL,F,A2,219,1244,0
235200,2,2,9200,4982.16,27.0,14.49,16500.0,0,11,CONSUMO,PERSONAL,M,A1,597,684,0
235213,2,2,25000,17411.83,66.0,15.489999999999998,41700.0,0,5,CONSUMO,PERSONAL,M,A1,1323,1688,0
235304,2,2,25000,11214.67,42.0,17.275,133850.0,0,9,MICROCRÉDITO,PERSONAL,M,A1,995,481,0
235505,2,2,13000,3168.9300000000003,24.0,14.695,29600.0,0,1,CONSUMO,PERSONAL,M,A1,681,385,0
235511,2,2,17000,9290.75,42.0,16.25,181256.0,0,11,MICROCRÉDITO,PERSONAL,F,A1,1174,652,0
235626,2,2,19750,13125.98,66.0,15.489999999999998,32272.0,0,11,CONSUMO,PERSONAL,M,A1,1024,1912,0
235756,2,2,23900,17313.02,36.0,14.49,68600.0,16,12,CONSUMO,PERSONAL,M,A2,625,838,1
236240,2,2,4500,4500.0,497.0,14.5,155000.0,0,11,CONSUMO,DPF,F,A1,679,43,0
236285,2,2,23100,17209.57,36.0,13.99,70615.55,0,11,CONSUMO,PERSONAL,F,A1,653,1181,0
236346,2,1,26000,18597.12,52.5,15.5,18553.0,92,4,CONSUMO,PERSONAL,M,A1,1006,1686,1
236486,2,2,25000,15752.98,54.0,14.545,17710.0,0,12,CONSUMO,PERSONAL,F,A1,1118,1070,0
236488,2,2,25000,23184.73,48.0,14.59,33100.0,0,5,CONSUMO,PERSONAL,M,A1,197,1674,0
236733,2,2,45000,36404.8,66.0,14.745000000000001,67872.0,0,5,CONSUMO,PERSONAL,M,A1,923,1645,0
236915,2,2,15300,10086.04,28.0,14.695,12835.0,0,4,CONSUMO,PERSONAL,M,A1,867,1120,0
237042,2,2,23300,17405.260000000002,72.0,14.49,79149.0,0,1,CONSUMO,PERSONAL,F,A1,1168,1551,0
237400,2,2,35000,25902.1,72.0,15.489999999999998,139960.0,4,12,CONSUMO,PERSONAL,M,A1,1314,1714,1
237732,2,2,35000,20744.98,78.0,15.745000000000001,72200.0,0,7,CONSUMO,HIPOTECA,M,A1,1345,1201,0
237780,2,2,60000,44299.57,54.0,16.375,19188.0,0,9,MICROCRÉDITO,HIPOTECA,M,A1,681,1428,0
237880,2,2,12300,4346.85,30.0,14.440000000000001,72373.0,0,12,CONSUMO,PERSONAL,F,A1,625,790,0
237919,2,2,23000,15347.369999999999,42.0,14.49,41650.0,0,12,CONSUMO,PERSONAL,M,A1,677,1153,0
238077,2,2,25000,19780.64,66.0,14.745000000000001,77450.0,0,12,CONSUMO,PERSONAL,M,A1,933,1639,0
238549,2,2,14500,11810.61,36.0,16.395,98830.0,0,12,CONSUMO,PERSONAL,M,A1,427,971,0
238747,2,2,16000,13802.35,42.0,14.54,12700.0,0,9,CONSUMO,PERSONAL,F,A1,348,1113,0
238892,2,2,14050,7668.91,33.0,14.745000000000001,24900.0,0,12,CONSUMO,PERSONAL,F,A1,857,603,0
239132,2,2,35000,35000.0,72.0,14.09,64100.0,0,5,CONSUMO,PERSONAL,F,A1,10,2541,0
239170,2,2,10000,7860.51,42.0,13.99,29177.44,0,4,CONSUMO,PERSONAL,F,A1,540,1030,0
239350,2,2,22000,11669.92,36.0,14.440000000000001,59350.0,0,5,CONSUMO,PERSONAL,M,A1,539,1142,0
239461,2,2,31800,19747.75,52.0,13.99,279000.0,0,5,CONSUMO,PERSONAL,F,A1,569,1307,0
239476,2,2,31850,25009.78,101.0,12.25,56072.0,0,4,INMOBILIARIO,HIPOTECA,F,A1,1249,3334,0
239626,2,2,20000,13572.46,48.0,14.59,94000.0,0,5,CONSUMO,PERSONAL,M,A1,264,1196,0
240011,2,2,25000,22599.55,84.0,14.99,27552.0,0,4,CONSUMO,PERSONAL,M,A1,450,2121,0
240221,2,2,20960,13700.810000000001,66.0,14.440000000000001,18545.0,0,5,CONSUMO,PERSONAL,M,A1,1450,1512,0
240316,2,2,6000,5651.9400000000005,21.0,15.19,7200.0,0,9,CONSUMO,PERSONAL,F,A1,69,845,0
241168,2,2,12500,9084.02,36.0,13.99,17250.01,0,10,CONSUMO,PERSONAL,M,A1,600,861,0
241347,2,2,29000,19629.54,74.0,14.440000000000001,21666.0,16,7,CONSUMO,PERSONAL,F,A2,1430,1507,1
241427,2,2,21500,14965.8,77.0,15.495000000000001,16482.0,16,3,CONSUMO,PERSONAL,F,A1,1431,1961,1
241430,2,2,23000,15407.49,60.0,14.440000000000001,88224.75,0,4,CONSUMO,PERSONAL,M,A1,1233,1324,0
241588,2,2,110000,82263.26,66.0,11.344999999999999,100000.0,0,7,CONSUMO,HIPOTECA,M,A1,1398,2239,0
241590,2,2,10000,9204.029999999999,48.0,15.395,6988.98,0,10,CONSUMO,PERSONAL,M,A1,327,1433,0
241607,2,2,31000,18598.800000000003,60.0,15.245000000000001,50467.54,3,12,CONSUMO,PERSONAL,M,A1,1431,1202,1
241778,2,2,19900,12010.64,60.0,14.49,32545.0,0,5,CONSUMO,PERSONAL,M,A1,1427,1177,0
241790,2,2,15000,4976.860000000001,54.0,17.145,15845.0,6,12,MICROCRÉDITO,PERSONAL,M,A1,1430,390,1
241831,3,3,8800,6537.35,680.0,14.666666666666666,83100.0,2,7,CONSUMO,DPF,F,A1,643,1199,1
241966,2,2,23000,1471.3899999999999,46.5,15.245000000000001,48460.0,0,12,CONSUMO,PERSONAL,M,A1,1430,290,0
241978,2,0,25000,22841.33,16.0,14.745000000000001,36000.0,726,5,CONSUMO,PERSONAL,M,E,1050,-590,1
241982,2,2,16500,12980.17,57.0,14.245000000000001,17662.07,0,10,CONSUMO,PERSONAL,M,A1,1087,1462,0
242013,2,0,5000,2.0,21.0,16.6,7200.0,1009,7,MICROCRÉDITO,PERSONAL,F,E,1233,-502,1
242048,2,2,24300,18551.97,60.0,16.145,27692.0,0,4,CONSUMO,PERSONAL,M,A1,835,1723,0
242078,2,2,23700,14785.239999999998,63.5,15.945,34529.34,0,12,CONSUMO,PERSONAL,F,A1,1427,1447,0
242114,2,2,18000,12653.56,42.0,14.440000000000001,35000.0,16,7,CONSUMO,PERSONAL,M,A1,692,1142,1
242130,2,0,3675,2.0,3.0,15.0,5000.0,1031,5,CONSUMO,PERSONAL,M,E,1429,-1268,1
